token_id,rarity_score,last_sale_price,price,priceUsd,preds,resids,abs_resids
1079,712.3880974317648,0.216,2.5,11770.1438265768,-20964.448079825812,32734.59190640261,32734.59190640261
904,3356.0677826310502,2.25,50.0,126373.80644239204,96813.6713634482,29560.135078943844,29560.135078943844
6812,171.37273417995618,2.89,10.0,25365.038947815487,6343.350803729626,19021.68814408586,19021.68814408586
8821,13.87660438553926,4.0,10.5,27885.885009457896,9178.813606726571,18707.071402731322,18707.071402731322
8024,114.59034377124934,3.4,14.0,35519.99898619956,17977.38965000349,17542.609336196067,17542.609336196067
2650,28.21342733825153,3.495,8.5,22085.667730114983,5101.562983626508,16984.104746488476,16984.104746488476
1146,91.38856019731428,1.948275,8.0,20292.0311582524,4393.530954359308,15898.500203893092,15898.500203893092
2992,89.76428742656344,3.2,10.0,24391.726869591454,9545.646445885264,14846.08042370619,14846.08042370619
1247,103.36580438526433,3.4,9.0,23876.38396766821,9610.971146913136,14265.412820755075,14265.412820755075
905,852.082798192815,3.0,50.0,132555.351359336,118757.33263561198,13798.018723724017,13798.018723724017
7932,92.50046411501488,9.0,9.0,23859.96324468048,10195.678692677404,13664.284552003075,13664.284552003075
7161,363.4282129833736,2.3,15.98,40351.7638831418,27731.23335197486,12620.53053116694,12620.53053116694
3591,266.32769754501805,0.149,3.8,17448.63000898766,4833.243970947842,12615.386038039818,12615.386038039818
6162,3337.1257006333444,0.179,6.0,27692.39532022996,40221.65116155654,-12529.25584132658,12529.25584132658
3017,28.191810326632524,8.5,7.07,18349.700290626748,6343.479152638591,12006.221137988157,12006.221137988157
7377,19.36146442430265,3.09,7.07,16596.415851445483,4703.939654546542,11892.47619689894,11892.47619689894
5801,474.1264224285335,0.4,5.0,23252.69328877833,12116.195357339879,11136.49793143845,11136.49793143845
307,21.72408857351722,3.99,6.9,17381.610234830117,6382.975957967727,10998.63427686239,10998.63427686239
1546,49.17131496991528,6.49,6.45,16248.026958645543,26142.170242374505,-9894.143283728961,9894.143283728961
5323,100.23283782005312,1.23,4.95,12499.45126542878,2791.5081604063157,9707.943105022463,9707.943105022463
4305,107.22782379947662,0.79,3.975,11972.240540873316,2480.865251474971,9491.375289398344,9491.375289398344
7409,89.95081557699211,1.1,4.64,11716.657347795866,2481.0979870330475,9235.559360762818,9235.559360762818
6932,423.2471494755081,0.96899,9.9,24998.90253085756,15925.39136934817,9073.511161509388,9073.511161509388
765,105.84059948356295,2.49,4.5,11414.267526516967,2373.5441623949496,9040.723364122017,9040.723364122017
4800,117.26798606175268,7.5,12.0,30228.887364921942,38991.82563046988,-8762.938265547938,8762.938265547938
749,132.4697044990228,3.15,6.25,15796.725805299006,7080.086873618353,8716.638931680653,8716.638931680653
6994,297.2571368492256,2.142,9.6969,24508.683273824627,15997.052106863179,8511.631166961448,8511.631166961448
4339,33.12838123794596,6.0,5.75,14484.675195691763,22946.731826448617,-8462.056630756853,8462.056630756853
9738,348.6788094183351,0.219,0.218,1006.157029968355,9456.748743236898,-8450.591713268543,8450.591713268543
7290,74.3661362650305,6.0,6.225,15681.235320553256,23971.737374284967,-8290.50205373171,8290.50205373171
8671,87.56449992107775,4.9,11.99,31786.77325596877,23498.907822011224,8287.865433957544,8287.865433957544
4956,17.46148498068805,3.55,6.5,16710.365363515313,8435.977289360751,8274.388074154562,8274.388074154562
7194,28.800970540398648,2.99,4.69,11896.203266525465,3661.669914457414,8234.53335206805,8234.53335206805
9738,348.6788094183351,0.3,2.0,9230.798440076653,17439.90566325098,-8209.107223174326,8209.107223174326
1768,477.4500672385843,2.9999,1.0,4743.928595654892,12931.577029796113,-8187.6484341412215,8187.6484341412215
6015,63.3334520904464,3.48,3.4,9013.763892434848,17068.240781422617,-8054.476888987769,8054.476888987769
6327,444.2849562903504,0.38,0.69,3208.871673851409,11117.431926809415,-7908.5602529580065,7908.5602529580065
1976,623.7430320160692,0.84994,0.825,3736.488894467224,-4000.365905175132,7736.854799642356,7736.854799642356
7249,124.03088056562748,4.0,4.13,11264.994259159785,18984.173811703156,-7719.179552543372,7719.179552543372
6746,206.1864868373022,0.8,4.73,11943.92009807639,4311.315801420102,7632.604296656289,7632.604296656289
4216,22.507885068872504,6.18,6.069,15288.259784809272,22844.814408608232,-7556.55462379896,7556.55462379896
3379,222.557281140962,3.5,14.99,38022.19338277542,30494.59446789478,7527.598914880637,7527.598914880637
6994,297.2571368492256,0.8,5.0,15059.422063991591,7901.943755070076,7157.478308921515,7157.478308921515
4147,256.7257392987105,2.96,4.2,10653.316358082504,17674.585635803913,-7021.269277721409,7021.269277721409
3677,163.91505570862924,3.85,7.65,20581.69183274416,13597.748867048376,6983.942965695784,6983.942965695784
9986,125.66224272274069,3.84999999999,4.74,12874.689949264875,5960.856522103818,6913.833427161057,6913.833427161057
6504,34.45707933107613,6.25,6.29,15844.975127113252,22613.4676395479,-6768.492512434648,6768.492512434648
3370,122.0895457495562,0.6,3.0,8706.156971301929,1945.6125651356165,6760.544406166313,6760.544406166313
1058,49.07557675495355,9.9,6.49,16348.789916528616,23092.754109529902,-6743.964193001286,6743.964193001286
1668,811.3163925024712,0.14,9.69,34812.50726202844,28069.863872451144,6742.643389577297,6742.643389577297
2317,113.73761180019328,6.39,6.49,16348.789916528616,23054.19114888799,-6705.401232359372,6705.401232359372
372,477.5246449887949,1.8,15.0,37877.12504675388,31307.186879101533,6569.938167652344,6569.938167652344
6490,117.35360025121784,0.8,3.5,8837.995844242572,2411.558158354552,6426.4376858880205,6426.4376858880205
6954,371.4098728649904,0.19,1.8,7777.28598531616,14178.749641468225,-6401.463656152065,6401.463656152065
6207,265.8836554768277,0.197,2.4,10049.605333468791,3665.4556997150985,6384.149633753693,6384.149633753693
5146,296.55360691933896,4.99,5.95,14988.489985107128,21286.567722591335,-6298.077737484207,6298.077737484207
2717,109.49194405236548,4.88,5.95,15024.592935212371,21298.6048552265,-6274.011920014127,6274.011920014127
5481,104.55306475395216,0.699,2.9,8415.951738925196,2151.3459046037237,6264.605834321472,6264.605834321472
6947,107.74752195325183,3.740054439252337,5.5,14963.562204056374,8837.43723538248,6126.124968673894,6126.124968673894
9915,215.26444113345408,2.3,7.5,19023.779210861616,12949.329653960387,6074.449556901229,6074.449556901229
6068,61.06296538561438,2.698,3.6,9131.414021213575,3211.7151998466784,5919.698821366897,5919.698821366897
3517,39.99380255632899,6.19,6.42,16172.454740233235,21982.581242113338,-5810.126501880102,5810.126501880102
5903,162.94358319064446,5.0,10.0,25190.739470768283,19411.81818866965,5778.921282098632,5778.921282098632
3481,233.72875098340648,2.32,7.0,17755.52726347084,11991.43412030327,5764.093143167571,5764.093143167571
1466,53.13981902771319,4.2069,3.99,10120.65054017838,4362.032271547093,5758.618268631287,5758.618268631287
2945,56.08334456924895,6.3,6.22,15668.639950817873,21393.32184747187,-5724.681896653998,5724.681896653998
9784,46.669510494108,6.0,5.99,15089.252942990202,20766.771217237143,-5677.518274246941,5677.518274246941
8772,101.8514858614704,0.29243437053,1.69,7049.250087283177,1450.1035234619444,5599.146563821232,5599.146563821232
2431,59.6382489710637,6.35,6.42,16172.454740233235,21632.928002521883,-5460.473262288648,5460.473262288648
6958,215.6078751282168,1.95,5.99,15125.598602003716,9796.119096461229,5329.4795055424875,5329.4795055424875
2189,268.9924281947252,0.289,0.9899,4568.783687915939,9783.209300907922,-5214.425612991983,5214.425612991983
3856,110.11681084360426,3.85,3.9,9824.388393599633,4683.9083054140165,5140.480088185616,5140.480088185616
7931,96.08385588412936,0.675,2.99,8677.136448064255,3545.5044415823468,5131.632006481908,5131.632006481908
5642,135.6894085781923,2.7,3.49,8271.684646940095,3163.3255403887265,5108.359106551368,5108.359106551368
4552,167.05705417568268,2.99,3.95,10019.190384387117,4911.448320717991,5107.742063669126,5107.742063669126
6157,156.43299719784284,2.4,3.69,9359.699371743916,4328.927802504104,5030.771569239812,5030.771569239812
6535,84.33560714077228,4.55,4.899,12340.943266729382,7325.681629611792,5015.26163711759,5015.26163711759
