token_id,1/1,4:20 watch,background,beard,chain,eyes,hat over headphones,hat under headphones,headphones,long hair,mouth,shirt,short hair,smoke,type
7316,0,sub red,blue,0,0,nerd glasses,0,0,black headphones,0,smile,0,0,pipe,plain mfer
7317,0,sub red,yellow,0,0,regular eyes,0,0,pink headphones,0,smile,collared shirt white,0,cig black,charcoal mfer
7318,0,sub black,orange,0,0,regular eyes,0,0,red headphones,0,smile,0,mohawk red,cig black,charcoal mfer
7319,0,sub black,yellow,0,0,regular eyes,0,0,white headphones,0,smile,0,0,0,plain mfer
7320,0,sub blue,orange,0,0,eye mask,0,0,red headphones,long hair black,flat,0,0,cig white,plain mfer
7321,0,sub blue,red,0,0,regular eyes,0,0,pink headphones,0,smile,0,mohawk black,cig white,charcoal mfer
7322,0,0,green,0,0,regular eyes,0,0,gold headphones,long hair black,smile,0,0,cig white,plain mfer
7323,0,argo black,orange,0,0,regular eyes,0,bandana blue,pink headphones,long hair black,smile,hoodie down white,0,cig white,charcoal mfer
7324,0,sub black,orange,0,0,regular eyes,cowboy hat,0,green headphones,long hair black,smile,collared shirt pink,0,cig white,charcoal mfer
7325,0,sub black,blue,0,0,regular eyes,0,0,pink headphones,0,smile,collared shirt white,0,cig black,plain mfer
7326,0,sub black,orange,0,0,regular eyes,top hat,0,black headphones,long hair yellow,smile,0,0,0,plain mfer
7327,0,sub blue,orange,0,0,regular eyes,0,0,black headphones,0,smile,collared shirt blue,mohawk purple,cig black,plain mfer
7328,0,oyster silver,green,0,0,regular eyes,0,0,white headphones,long hair black,smile,hoodie down blue,0,cig white,plain mfer
7329,0,sub black,green,0,0,regular eyes,0,beanie monochrome,green headphones,0,smile,0,0,cig white,charcoal mfer
7330,0,sub rose,blue,0,silver chain,regular eyes,0,cap monochrome,lined headphones,0,smile,0,0,cig black,plain mfer
7331,0,oyster silver,yellow,0,0,regular eyes,0,0,blue headphones,0,flat,0,mohawk green,cig black,plain mfer
7332,0,0,green,0,silver chain,regular eyes,0,headband green/white,white headphones,long hair black,smile,0,0,cig black,plain mfer
7333,0,oyster silver,green,0,0,regular eyes,0,0,white headphones,0,smile,0,messy yellow,cig black,plain mfer
7334,0,sub black,graveyard,0,0,zombie eyes,0,headband blue/green,black headphones,0,smile,0,0,pipe,zombie mfer
7335,0,oyster silver,blue,0,0,vr,0,0,white headphones,0,smile,collared shirt pink,messy purple,cig black,charcoal mfer
7336,0,sub black,orange,0,0,regular eyes,0,cap purple,white headphones,0,smile,0,0,cig white,plain mfer
7337,0,sub blue,blue,full beard,0,regular eyes,0,0,black headphones,0,smile,0,0,cig white,plain mfer
7338,0,sub lantern (green),yellow,full beard,0,regular eyes,0,0,white headphones,long hair black,smile,0,0,cig white,charcoal mfer
7339,0,argo white,red,full beard,0,regular eyes,cowboy hat,0,black headphones,long hair yellow,smile,0,0,cig white,plain mfer
7340,0,oyster silver,blue,full beard,0,regular eyes,0,knit chicago,black headphones,0,smile,hoodie down green,0,cig white,plain mfer
7341,0,sub black,orange,0,0,regular eyes,0,cap monochrome,black headphones,0,smile,0,0,cig white,plain mfer
7342,0,oyster gold,orange,0,0,regular eyes,0,0,white headphones,0,smile,hoodie down white,0,pipe,plain mfer
7343,0,sub rose,red,0,silver chain,regular eyes,0,0,pink headphones,0,smile,0,0,cig white,charcoal mfer
7344,0,oyster gold,orange,0,0,regular eyes,0,0,gold headphones,0,smile,0,0,cig white,plain mfer
7345,0,oyster gold,green,0,0,regular eyes,cowboy hat,0,green headphones,long hair black,smile,collared shirt pink,0,cig black,charcoal mfer
7346,0,sub rose,red,0,0,regular eyes,0,0,pink headphones,0,flat,0,0,cig white,charcoal mfer
7347,0,sub red,green,0,0,regular eyes,0,0,black headphones,0,smile,collared shirt pink,0,cig black,plain mfer
7348,0,sub blue,green,0,0,regular eyes,0,0,pink headphones,0,smile,collared shirt pink,0,pipe,charcoal mfer
7349,0,oyster gold,green,full beard,0,purple shades,0,0,black headphones,0,flat,0,mohawk black,cig white,plain mfer
7350,0,0,red,0,0,regular eyes,0,0,white headphones,0,smile,hoodie down blue,messy yellow,cig white,plain mfer
7351,0,oyster silver,orange,0,0,nerd glasses,0,knit miami,black headphones,0,smile,0,0,cig white,plain mfer
7352,0,sub turquoise,blue,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down gray,0,pipe,plain mfer
7353,0,0,yellow,full beard,0,shades,0,0,red headphones,0,smile,0,0,cig white,charcoal mfer
7354,0,sub rose,yellow,0,0,eye mask,0,knit pittsburgh,white headphones,long hair black,flat,0,0,cig black,charcoal mfer
7355,0,oyster silver,yellow,0,0,regular eyes,0,0,pink headphones,long hair black,smile,0,0,cig white,plain mfer
7356,0,sub turquoise,orange,0,0,shades,0,0,black headphones,0,smile,hoodie down gray,mohawk yellow,cig white,charcoal mfer
7357,0,sub red,blue,0,0,regular eyes,0,0,green headphones,long hair black,smile,collared shirt pink,0,cig white,plain mfer
7358,0,0,graveyard,0,0,zombie eyes,0,knit buffalo,black headphones,0,smile,collared shirt pink,0,pipe,zombie mfer
7359,0,sub lantern (green),green,0,silver chain,purple shades,0,knit san fran,white headphones,0,smile,0,0,0,charcoal mfer
7360,0,0,blue,0,0,regular eyes,0,0,blue headphones,long hair black,flat,0,0,cig white,plain mfer
7361,0,sub lantern (green),red,0,0,regular eyes,0,0,blue headphones,long hair black,smile,0,0,0,plain mfer
7362,0,sub rose,blue,0,0,regular eyes,0,0,black headphones,0,smile,0,mohawk yellow,cig white,charcoal mfer
7363,0,oyster silver,yellow,0,0,regular eyes,0,0,lined headphones,0,smile,0,0,cig white,plain mfer
7364,0,sub blue,red,0,0,purple shades,0,knit cleveland,pink headphones,long hair yellow,flat,collared shirt blue,0,cig black,plain mfer
7365,0,argo white,yellow,0,0,regular eyes,0,0,white headphones,0,smile,collared shirt turquoise,mohawk purple,cig white,plain mfer
7366,0,0,green,0,0,shades,0,0,white headphones,long hair black,smile,0,0,cig white,plain mfer
7367,0,0,blue,0,0,regular eyes,0,beanie monochrome,white headphones,long hair yellow,smile,collared shirt blue,0,cig white,plain mfer
7368,0,oyster gold,orange,0,0,shades,0,headband green/white,black headphones,0,smile,collared shirt white,0,cig white,plain mfer
7369,0,oyster silver,blue,0,0,regular eyes,0,0,black headphones,0,smile,0,mohawk blue,cig white,plain mfer
7370,0,sub black,blue,0,0,regular eyes,0,headband pink/white,black headphones,0,smile,collared shirt pink,0,cig black,charcoal mfer
7371,0,0,green,0,0,nerd glasses,0,headband blue/white,green headphones,0,flat,hoodie down gray,0,0,plain mfer
7372,0,argo black,orange,0,0,regular eyes,0,0,black headphones,0,smile,0,0,cig white,plain mfer
7373,0,sub red,yellow,0,0,nerd glasses,0,0,white headphones,0,flat,hoodie down blue,mohawk pink,0,charcoal mfer
7374,0,sub blue,orange,full beard,0,regular eyes,0,0,pink headphones,long hair black,smile,hoodie down white,0,cig white,plain mfer
7375,0,0,orange,0,0,regular eyes,0,0,white headphones,long hair yellow,smile,collared shirt green,0,0,charcoal mfer
7376,0,sub rose,yellow,0,0,regular eyes,0,headband blue/green,black headphones,0,smile,0,0,cig black,plain mfer
7377,0,0,red,0,0,regular eyes,0,0,pink headphones,0,smile,0,0,0,plain mfer
7378,0,0,orange,0,0,regular eyes,0,headband blue/white,white headphones,0,smile,collared shirt green,0,cig black,charcoal mfer
7379,0,sub blue,green,full beard,silver chain,vr,0,0,blue headphones,long hair yellow,smile,0,0,cig black,plain mfer
7380,0,sub lantern (green),yellow,0,0,regular eyes,0,0,pink headphones,long hair black,smile,0,0,cig black,plain mfer
7381,0,sub black,blue,0,0,regular eyes,0,0,pink headphones,long hair black,smile,0,0,pipe,charcoal mfer
7382,0,sub turquoise,blue,0,0,regular eyes,0,0,blue headphones,long hair black,smile,0,0,0,charcoal mfer
7383,0,sub red,blue,0,0,regular eyes,0,knit pittsburgh,white headphones,long hair black,smile,0,0,0,charcoal mfer
7384,0,0,blue,0,0,regular eyes,0,knit baltimore,red headphones,0,flat,hoodie down red,0,cig white,plain mfer
7385,0,argo black,green,0,0,nerd glasses,0,0,black headphones,0,smile,0,0,0,plain mfer
7386,0,sub black,green,0,0,regular eyes,0,knit san fran,black headphones,0,smile,0,0,cig white,charcoal mfer
7387,0,sub blue,green,0,0,3D glasses,0,0,white headphones,0,flat,0,0,cig white,charcoal mfer
7388,0,0,green,0,silver chain,vr,0,0,white headphones,0,smile,0,0,cig white,plain mfer
7389,0,sub blue,orange,0,0,regular eyes,0,0,white headphones,0,smile,0,0,cig white,plain mfer
7390,0,0,blue,0,0,regular eyes,0,cap monochrome,black headphones,0,flat,collared shirt blue,0,cig black,charcoal mfer
7391,0,sub blue,blue,0,0,regular eyes,0,0,white headphones,0,smile,collared shirt white,mohawk green,cig black,plain mfer
7392,0,sub red,yellow,0,0,regular eyes,0,0,pink headphones,0,smile,collared shirt green,0,pipe,plain mfer
7393,0,sub black,blue,full beard,0,regular eyes,0,0,white headphones,0,flat,0,0,cig black,charcoal mfer
7394,0,oyster gold,green,0,0,regular eyes,0,cap monochrome,black headphones,0,flat,collared shirt pink,0,cig white,charcoal mfer
7395,0,0,red,0,0,regular eyes,pilot helmet,0,0,0,smile,0,0,cig black,charcoal mfer
7396,0,sub black,blue,0,0,regular eyes,0,0,black headphones,0,smile,0,mohawk blue,cig black,plain mfer
7397,0,0,blue,0,0,regular eyes,0,0,red headphones,0,smile,0,0,cig white,charcoal mfer
7398,0,argo black,blue,0,0,regular eyes,hoodie,0,red headphones,0,smile,0,0,cig white,plain mfer
7399,0,0,red,0,0,regular eyes,0,headband pink/white,white headphones,0,smile,0,0,cig white,plain mfer
7400,0,oyster gold,red,0,0,regular eyes,0,0,black headphones,long hair yellow,smile,0,0,cig black,charcoal mfer
7401,0,sub blue,blue,0,silver chain,regular eyes,0,0,green headphones,0,smile,0,0,0,plain mfer
7402,0,0,red,0,0,regular eyes,0,bandana red,pink headphones,long hair black,smile,0,0,cig white,charcoal mfer
7403,0,sub black,blue,0,0,regular eyes,0,beanie monochrome,red headphones,long hair black,smile,0,0,0,charcoal mfer
7404,0,0,green,full beard,0,regular eyes,0,0,black headphones,0,smile,collared shirt turquoise,0,cig white,charcoal mfer
7405,0,oyster silver,orange,full beard,0,regular eyes,0,0,white headphones,long hair black,smile,0,0,0,charcoal mfer
7406,0,sub black,blue,full beard,0,regular eyes,0,beanie monochrome,black headphones,long hair yellow,smile,collared shirt blue,0,cig white,charcoal mfer
7407,0,sub blue,red,full beard,silver chain,regular eyes,0,0,white headphones,0,flat,0,0,cig black,charcoal mfer
7408,0,0,yellow,0,0,shades,0,headband green/white,black headphones,0,smile,hoodie down red,0,0,plain mfer
7409,0,sub black,red,0,0,regular eyes,hoodie,0,black headphones,0,smile,0,0,cig black,plain mfer
7410,0,sub red,green,0,0,regular eyes,0,0,white headphones,long hair black,smile,hoodie down white,0,cig white,plain mfer
7411,0,sub black,yellow,0,0,regular eyes,0,knit new york,green headphones,0,smile,hoodie down blue,0,cig white,plain mfer
7412,0,0,green,0,0,regular eyes,0,0,black headphones,long hair yellow,flat,0,0,cig black,charcoal mfer
7413,0,sub black,blue,0,0,purple shades,0,knit dallas,black headphones,0,smile,hoodie down blue,0,0,plain mfer
7414,0,sub red,red,0,0,regular eyes,0,0,white headphones,long hair black,flat,0,0,cig white,plain mfer
7415,0,sub blue,blue,0,0,regular eyes,0,0,black headphones,0,smile,0,mohawk purple,cig black,charcoal mfer
7416,0,sub black,blue,0,0,regular eyes,0,0,gold headphones,0,flat,collared shirt turquoise,0,cig black,plain mfer
7417,0,sub black,orange,0,0,regular eyes,0,0,black headphones,long hair yellow,flat,collared shirt white,0,pipe,charcoal mfer
7418,0,0,green,0,0,regular eyes,0,knit cleveland,pink headphones,0,smile,0,0,cig white,plain mfer
7419,0,sub lantern (green),yellow,0,0,regular eyes,0,bandana red,pink headphones,0,flat,hoodie down green,0,0,plain mfer
7420,0,0,green,0,0,regular eyes,0,0,green headphones,long hair black,smile,0,0,0,plain mfer
7421,0,sub lantern (green),green,0,0,regular eyes,0,0,blue headphones,long hair black,smile,collared shirt yellow,0,cig black,charcoal mfer
7422,0,0,red,0,0,eye mask,0,0,black headphones,0,smile,0,0,0,charcoal mfer
7423,0,sub black,graveyard,0,0,zombie eyes,0,bandana dark gray,white headphones,0,flat,collared shirt pink,0,cig white,zombie mfer
7424,0,0,blue,0,0,regular eyes,0,0,black headphones,long hair yellow,smile,hoodie down blue,0,cig black,charcoal mfer
7425,0,oyster silver,yellow,0,0,regular eyes,cowboy hat,0,black headphones,0,smile,0,0,cig black,charcoal mfer
7426,0,0,orange,0,0,regular eyes,0,headband blue/green,green headphones,0,smile,0,0,cig black,plain mfer
7427,0,sub blue,orange,0,0,nerd glasses,0,0,white headphones,long hair black,flat,0,0,cig white,charcoal mfer
7428,0,sub black,blue,full beard,0,eye mask,0,0,black headphones,0,flat,hoodie down white,0,0,plain mfer
7429,0,oyster silver,red,0,0,regular eyes,0,knit cleveland,black headphones,0,smile,collared shirt blue,0,cig black,plain mfer
7430,0,0,red,0,silver chain,shades,0,knit baltimore,white headphones,long hair black,smile,0,0,cig white,charcoal mfer
7431,0,sub black,orange,0,0,regular eyes,0,0,green headphones,0,flat,collared shirt green,mohawk blue,cig white,plain mfer
7432,0,sub red,green,0,0,regular eyes,0,headband green/white,green headphones,0,flat,hoodie down gray,0,cig white,charcoal mfer
7433,0,sub black,blue,0,0,regular eyes,0,0,black headphones,0,smile,0,0,cig black,plain mfer
7434,0,sub lantern (green),yellow,0,0,regular eyes,0,0,pink headphones,0,flat,0,0,cig black,plain mfer
7435,0,0,green,0,0,nerd glasses,0,0,gold headphones,0,smile,collared shirt white,mohawk blue,0,plain mfer
7436,0,sub blue,orange,0,0,regular eyes,0,0,black headphones,0,smile,0,0,cig black,plain mfer
7437,0,0,yellow,0,0,regular eyes,0,0,black headphones,0,flat,0,0,cig white,plain mfer
7438,0,sub black,blue,full beard,0,nerd glasses,0,0,red headphones,0,smile,hoodie down gray,0,cig black,plain mfer
7439,0,0,orange,0,0,regular eyes,0,0,black headphones,0,smile,0,0,pipe,plain mfer
7440,0,sub red,red,0,0,regular eyes,0,knit baltimore,red headphones,0,smile,collared shirt turquoise,0,cig black,plain mfer
7441,0,0,green,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down white,0,cig black,charcoal mfer
7442,0,0,blue,0,0,purple shades,0,0,pink headphones,0,smile,hoodie down white,0,cig black,plain mfer
7443,0,sub red,green,0,0,regular eyes,0,0,green headphones,0,smile,0,messy yellow,cig white,plain mfer
7444,0,0,orange,0,0,regular eyes,0,0,black headphones,0,smile,0,0,cig black,plain mfer
7445,0,oyster silver,yellow,0,0,regular eyes,0,0,white headphones,0,flat,0,0,cig black,plain mfer
7446,0,sub black,orange,full beard,0,regular eyes,0,0,black headphones,long hair yellow,smile,collared shirt blue,0,cig white,charcoal mfer
7447,0,sub blue,blue,0,0,vr,top hat,0,gold headphones,0,smile,0,0,cig black,plain mfer
7448,0,sub black,blue,full beard,0,regular eyes,0,0,black headphones,long hair yellow,flat,0,0,cig white,plain mfer
7449,0,sub black,green,0,0,3D glasses,0,0,green headphones,0,smile,hoodie down blue,0,0,plain mfer
7450,0,argo black,green,0,0,regular eyes,0,knit pittsburgh,pink headphones,0,smile,0,0,cig black,plain mfer
7451,0,0,orange,0,0,regular eyes,0,0,white headphones,0,flat,collared shirt green,0,cig white,plain mfer
7452,0,oyster silver,yellow,full beard,0,regular eyes,0,0,pink headphones,0,smile,collared shirt blue,0,cig black,plain mfer
7453,0,argo black,red,0,0,regular eyes,0,headband blue/white,green headphones,0,smile,0,0,0,charcoal mfer
7454,0,0,graveyard,0,0,zombie eyes,0,headband blue/white,blue headphones,0,smile,0,0,cig black,zombie mfer
7455,0,oyster silver,red,0,0,regular eyes,0,headband green/white,red headphones,0,flat,0,0,0,plain mfer
7456,gang mfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7457,0,sub black,red,0,0,3D glasses,0,0,white headphones,0,flat,0,0,cig white,plain mfer
7458,0,0,yellow,0,0,regular eyes,0,0,white headphones,0,smile,collared shirt white,0,cig white,plain mfer
7459,0,sub red,yellow,0,0,purple shades,0,0,red headphones,long hair black,smile,hoodie down white,0,pipe,plain mfer
7460,0,sub red,yellow,0,0,vr,0,0,blue headphones,long hair black,flat,0,0,cig white,plain mfer
7461,0,argo black,orange,0,0,regular eyes,0,0,white headphones,long hair yellow,flat,0,0,cig white,plain mfer
7462,0,sub black,red,0,0,regular eyes,0,0,black headphones,0,smile,0,messy yellow,0,charcoal mfer
7463,0,sub black,red,0,0,regular eyes,0,0,white headphones,long hair black,smile,0,0,0,charcoal mfer
7464,0,sub turquoise,orange,0,0,nerd glasses,0,0,green headphones,long hair yellow,flat,0,0,cig white,charcoal mfer
7465,0,oyster gold,red,0,0,regular eyes,pilot helmet,0,0,0,smile,hoodie down green,0,cig white,plain mfer
7466,0,0,orange,full beard,0,regular eyes,0,knit san fran,gold headphones,0,smile,0,0,pipe,plain mfer
7467,0,oyster silver,red,0,0,regular eyes,0,0,green headphones,0,smile,0,messy black,cig white,plain mfer
7468,0,sub black,yellow,0,silver chain,regular eyes,0,0,white headphones,0,smile,0,mohawk black,cig black,charcoal mfer
7469,0,oyster gold,green,0,0,regular eyes,0,0,red headphones,0,flat,hoodie down white,0,0,plain mfer
7470,0,0,blue,0,0,regular eyes,0,0,white headphones,0,smile,hoodie down blue,0,cig black,charcoal mfer
7471,0,0,blue,0,gold chain,regular eyes,0,0,pink headphones,0,flat,0,0,cig white,plain mfer
7472,0,sub black,green,0,0,purple shades,0,0,gold headphones,0,smile,hoodie down red,0,cig black,charcoal mfer
7473,0,oyster gold,red,0,0,vr,0,0,black headphones,0,smile,0,0,0,charcoal mfer
7474,0,oyster silver,green,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down blue,0,cig white,plain mfer
7475,0,oyster silver,graveyard,0,0,zombie eyes,0,knit pittsburgh,white headphones,0,smile,0,0,cig black,zombie mfer
7476,0,sub red,orange,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down gray,0,cig white,charcoal mfer
7477,0,0,orange,0,0,regular eyes,0,0,green headphones,0,smile,0,messy red,0,plain mfer
7478,0,sub red,blue,0,0,regular eyes,0,0,white headphones,0,flat,collared shirt blue,0,cig white,charcoal mfer
7479,0,sub red,green,0,0,shades,0,headband green/white,white headphones,long hair black,flat,hoodie down gray,0,cig black,plain mfer
7480,0,sub blue,green,0,0,shades,0,0,black headphones,0,smile,hoodie down blue,0,0,plain mfer
7481,0,0,blue,0,0,regular eyes,0,0,green headphones,long hair yellow,smile,collared shirt pink,0,cig white,charcoal mfer
7482,0,sub cola (blue/red),red,0,0,regular eyes,0,0,white headphones,long hair yellow,smile,hoodie down blue,0,cig white,charcoal mfer
7483,0,sub black,green,0,0,regular eyes,0,0,green headphones,0,smile,collared shirt blue,0,0,charcoal mfer
7484,0,oyster silver,orange,0,0,shades,0,bandana red,black headphones,0,smile,0,0,cig white,plain mfer
7485,0,sub red,red,0,0,regular eyes,0,headband blue/green,white headphones,long hair black,smile,collared shirt white,0,cig white,charcoal mfer
7486,0,0,yellow,0,0,regular eyes,0,0,blue headphones,long hair black,smile,0,0,pipe,charcoal mfer
7487,0,0,red,0,0,regular eyes,0,headband blue/green,black headphones,0,smile,0,0,cig white,charcoal mfer
7488,0,sub black,green,0,0,regular eyes,0,bandana dark gray,red headphones,long hair black,smile,collared shirt white,0,cig black,charcoal mfer
7489,0,sub lantern (green),red,0,0,regular eyes,0,cap monochrome,red headphones,long hair yellow,smile,0,0,0,charcoal mfer
7490,0,0,green,0,0,regular eyes,0,0,black headphones,0,smile,0,mohawk green,cig black,plain mfer
7491,0,sub lantern (green),orange,0,0,regular eyes,0,0,white headphones,long hair black,flat,hoodie down white,0,cig black,plain mfer
7492,0,sub black,orange,0,0,regular eyes,0,bandana dark gray,black headphones,0,smile,hoodie down pink,0,cig black,charcoal mfer
7493,0,sub red,green,0,0,regular eyes,0,0,pink headphones,0,smile,0,0,cig black,plain mfer
7494,0,sub black,blue,0,0,eye mask,0,cap purple,black headphones,long hair yellow,smile,0,0,cig black,plain mfer
7495,0,sub lantern (green),green,0,0,regular eyes,0,0,lined headphones,long hair black,smile,0,0,0,charcoal mfer
7496,0,oyster silver,space,0,0,alien eyes,0,headband blue/white,white headphones,0,flat,0,0,cig white,alien mfer
7497,0,oyster gold,red,0,0,nerd glasses,0,0,black headphones,0,smile,hoodie down gray,mohawk blue,0,plain mfer
7498,0,0,orange,0,0,regular eyes,0,0,white headphones,long hair black,smile,collared shirt green,0,cig black,charcoal mfer
7499,0,sub lantern (green),green,0,0,3D glasses,0,headband pink/white,pink headphones,0,smile,collared shirt white,0,0,plain mfer
7500,0,sub red,green,0,0,vr,0,0,white headphones,0,smile,0,0,cig white,plain mfer
7501,0,sub lantern (green),red,0,0,nerd glasses,0,0,green headphones,long hair black,smile,hoodie down green,0,cig black,charcoal mfer
7502,0,sub lantern (green),blue,0,0,regular eyes,0,headband blue/green,black headphones,long hair yellow,flat,0,0,cig black,plain mfer
7503,gutter mfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7504,0,sub red,orange,0,0,regular eyes,0,0,black headphones,0,flat,0,mohawk yellow,cig black,plain mfer
7505,0,sub black,blue,0,0,regular eyes,0,0,green headphones,long hair black,smile,0,0,cig white,plain mfer
7506,0,0,yellow,0,0,regular eyes,0,knit pittsburgh,black headphones,0,smile,0,0,pipe,charcoal mfer
7507,0,oyster silver,yellow,full beard,0,shades,0,0,black headphones,0,flat,0,mohawk black,cig white,charcoal mfer
7508,0,sub blue,orange,0,0,shades,hoodie,0,black headphones,0,smile,0,0,cig white,plain mfer
7509,0,0,blue,full beard,0,regular eyes,0,knit cleveland,black headphones,0,flat,0,0,cig white,plain mfer
7510,0,sub red,blue,0,0,nerd glasses,0,0,black headphones,0,smile,hoodie down gray,mohawk blue,cig white,charcoal mfer
7511,0,sub red,red,0,0,3D glasses,0,0,black headphones,0,flat,0,0,cig white,plain mfer
7512,0,0,blue,0,0,purple shades,0,0,black headphones,long hair yellow,smile,hoodie down gray,0,cig black,plain mfer
7513,0,sub black,yellow,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down white,mohawk pink,cig white,charcoal mfer
7514,0,sub black,blue,full beard,0,vr,0,headband pink/white,black headphones,0,smile,collared shirt white,0,0,plain mfer
7515,0,sub red,yellow,0,0,regular eyes,0,0,black headphones,0,smile,0,messy red,cig white,charcoal mfer
7516,0,oyster silver,green,0,0,eye mask,0,headband blue/green,black headphones,0,smile,0,0,pipe,plain mfer
7517,0,argo black,orange,0,0,nerd glasses,0,0,white headphones,0,smile,collared shirt pink,0,cig white,plain mfer
7518,0,sub black,red,0,0,regular eyes,0,bandana dark gray,red headphones,long hair yellow,smile,0,0,cig white,plain mfer
7519,0,sub red,blue,0,0,regular eyes,0,0,white headphones,0,flat,0,0,cig black,charcoal mfer
7520,0,sub lantern (green),red,0,0,nerd glasses,0,0,black headphones,0,smile,0,0,cig black,charcoal mfer
7521,0,0,yellow,0,0,regular eyes,0,0,blue headphones,0,flat,0,0,pipe,plain mfer
7522,0,sub red,green,0,0,regular eyes,0,0,black headphones,0,smile,collared shirt blue,messy yellow,cig white,plain mfer
7523,0,0,green,0,0,regular eyes,cowboy hat,0,black headphones,0,flat,0,0,cig white,charcoal mfer
7524,0,0,green,0,0,regular eyes,0,0,white headphones,long hair black,smile,collared shirt turquoise,0,cig white,plain mfer
7525,0,oyster gold,orange,0,0,regular eyes,0,headband blue/green,white headphones,0,smile,0,0,cig white,charcoal mfer
7526,0,oyster gold,blue,0,0,regular eyes,0,0,black headphones,0,smile,0,messy yellow,cig white,charcoal mfer
7527,0,argo white,orange,0,0,regular eyes,0,0,black headphones,0,smile,collared shirt pink,mohawk black,cig white,charcoal mfer
7528,0,sub red,blue,0,0,regular eyes,0,0,green headphones,long hair black,smile,0,0,cig black,plain mfer
7529,0,sub red,green,full beard,0,regular eyes,0,knit dallas,white headphones,0,flat,collared shirt yellow,0,cig white,plain mfer
7530,0,sub black,red,0,0,regular eyes,0,0,white headphones,long hair black,flat,hoodie down gray,0,pipe,charcoal mfer
7531,0,0,blue,0,0,regular eyes,0,0,white headphones,0,smile,collared shirt green,0,cig black,plain mfer
7532,0,argo black,green,full beard,0,regular eyes,0,0,red headphones,0,flat,hoodie down blue,messy black,cig black,charcoal mfer
7533,0,sub red,blue,0,0,regular eyes,0,0,gold headphones,0,smile,hoodie down white,messy yellow,cig white,charcoal mfer
7534,0,0,red,0,0,regular eyes,hoodie,0,gold headphones,0,smile,0,0,cig black,plain mfer
7535,0,sub black,yellow,0,0,purple shades,0,0,green headphones,long hair black,smile,collared shirt pink,0,0,plain mfer
7536,0,sub black,yellow,0,0,regular eyes,0,0,black headphones,0,smile,hoodie down white,0,0,plain mfer
7537,0,0,red,0,0,shades,0,0,black headphones,0,smile,hoodie down gray,mohawk black,cig white,charcoal mfer
7538,0,sub black,red,0,0,shades,hoodie,0,white headphones,0,flat,0,0,cig black,plain mfer
7539,0,oyster silver,red,0,0,regular eyes,0,0,black headphones,0,smile,0,0,cig black,plain mfer
7540,0,sub black,orange,0,0,regular eyes,0,0,green headphones,0,smile,hoodie down gray,0,cig black,plain mfer
7541,0,sub red,blue,0,0,nerd glasses,0,bandana red,black headphones,long hair yellow,smile,collared shirt white,0,cig black,charcoal mfer
7542,0,sub black,orange,0,0,purple shades,0,bandana dark gray,black headphones,long hair yellow,smile,0,0,cig white,plain mfer
7543,0,oyster silver,blue,0,gold chain,vr,0,0,black headphones,0,smile,0,mohawk blue,cig white,plain mfer
7544,0,0,red,0,0,regular eyes,0,knit san fran,black headphones,0,smile,0,0,cig white,plain mfer
7545,0,sub red,red,0,0,regular eyes,0,0,green headphones,long hair black,flat,0,0,cig white,charcoal mfer
7546,0,0,yellow,0,0,regular eyes,0,knit new york,black headphones,0,smile,0,0,cig white,plain mfer
7547,0,sub black,yellow,0,0,regular eyes,0,0,red headphones,0,smile,hoodie down blue,0,cig black,charcoal mfer
7548,0,oyster gold,red,0,0,regular eyes,0,headband pink/white,red headphones,0,flat,collared shirt white,0,cig black,charcoal mfer
7549,0,sub red,yellow,0,0,vr,0,0,white headphones,0,smile,0,0,cig white,charcoal mfer
7550,0,sub black,red,0,0,regular eyes,0,0,green headphones,0,smile,0,0,cig black,plain mfer
7551,0,argo black,orange,0,0,regular eyes,0,0,green headphones,0,flat,0,0,cig black,plain mfer
7552,0,sub black,blue,0,0,eye mask,0,0,white headphones,long hair yellow,smile,0,0,cig black,charcoal mfer
7553,0,sub lantern (green),red,0,0,purple shades,0,knit kc,black headphones,0,flat,0,0,cig white,charcoal mfer
7554,0,sub blue,yellow,0,0,vr,0,0,white headphones,0,smile,0,mohawk blue,0,plain mfer
7555,0,sub blue,space,0,0,alien eyes,0,bandana blue,white headphones,0,flat,0,0,cig black,alien mfer
7556,0,sub red,blue,0,0,regular eyes,cowboy hat,0,green headphones,0,smile,0,0,cig black,charcoal mfer
7557,0,0,green,0,0,nerd glasses,0,0,white headphones,0,smile,hoodie down red,0,0,plain mfer
7558,0,0,blue,0,silver chain,regular eyes,0,headband blue/green,black headphones,0,smile,0,0,cig black,charcoal mfer
7559,0,argo black,red,0,0,regular eyes,0,0,pink headphones,0,smile,0,0,cig black,plain mfer
7560,0,0,red,full beard,0,shades,0,knit miami,black headphones,0,flat,collared shirt white,0,cig white,charcoal mfer
7561,0,sub red,yellow,0,0,regular eyes,0,headband green/white,blue headphones,0,smile,0,0,cig black,charcoal mfer
7562,0,oyster silver,yellow,0,0,regular eyes,0,0,black headphones,0,smile,collared shirt green,0,cig black,charcoal mfer
